project_id,product_domain,application_area,problem_clarity_score,technical_complexity_score,technology_maturity_score,data_availability_score,infrastructure_requirement_score,experimental_validation_score,baseline_comparison_flag,real_world_testing_flag,limitations_discussed_flag,rd_cost_estimate,startup_cost_estimate,resource_availability_score,time_to_market_months,target_market_size,competition_level,projected_adoption_rate,unique_selling_proposition_score,projected_roi,regulatory_compliance_flag,legal_risk_flag,risk_level_score,feasibility_score
1332,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1795000,1098000,3,25,37900000,2,0.38,7,6.2,0,1,7,34
1333,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,599000,399000,9,10,169800000,2,0.90,5,8.2,1,0,1,97
1334,Education,Credentialing,7,4,7,7,3,6,1,1,0,179500,89800,7,8,23950000,2,0.76,5,6.0,1,0,3,85
1335,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,549500,279500,7,15,91950000,2,0.70,6,12.0,1,0,3,80
1336,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2995000,1795000,3,29,76950000,1,0.26,8,16.0,0,0,8,32
1337,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2195000,1098000,6,21,114800000,2,0.60,8,16.5,1,1,5,60
1338,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169800,84800,8,7,62950000,3,0.88,5,11.0,1,0,2,94
1339,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,839000,439500,6,17,13950000,2,0.66,5,6.8,1,0,4,65
1340,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4495000,6990000,2,43,719500000,1,0.26,8,19.0,1,0,8,30
1341,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,239500,115800,8,9,37950000,2,0.82,5,5.5,1,0,2,91
1342,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,339500,169800,8,11,23950000,2,0.86,5,10.5,1,0,3,88
1343,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,269500,129800,9,8,43950000,2,0.80,7,9.5,1,0,2,95
1344,Healthcare,Telemedicine,10,2,9,10,1,9,1,1,1,99800,44800,10,4,59950000,3,1.00,3,3.7,1,0,1,100
1345,FinTech,Blockchain Payments,6,8,5,5,6,4,0,0,1,879000,579000,5,19,149800000,3,0.46,8,15.2,0,1,7,42
1346,Smart Cities,Waste Management,7,5,6,6,6,6,1,0,0,399500,239500,6,14,23950000,1,0.64,4,6.0,1,0,4,73
1347,Energy,Solar Storage,9,6,8,8,5,8,1,1,1,3195000,1995000,8,17,499500000,2,0.80,7,10.5,1,0,3,87
1348,Education,VR Classrooms,7,7,5,4,7,5,1,0,0,1398000,999000,5,25,56950000,2,0.48,8,9.2,1,0,6,54
1349,Cybersecurity,Threat Intelligence,9,4,9,9,3,9,1,1,1,299500,149800,9,8,78950000,2,0.86,6,11.5,1,0,2,95
1350,Agriculture,Precision Farming,8,5,8,7,5,7,1,1,0,499500,299500,7,11,109800000,2,0.76,5,8.6,1,0,3,84
1351,Healthcare,Wearables,9,3,9,9,2,8,1,1,1,599500,269800,9,9,219800000,3,0.96,5,7.8,1,0,1,98
1352,FinTech,Robo-Advising,8,5,8,8,3,7,1,1,0,269500,139800,8,10,89950000,3,0.84,4,9.8,1,0,3,87
1353,Smart Cities,Smart Grids,6,8,5,4,9,4,0,0,1,7995000,4995000,4,38,599500000,1,0.48,8,15.6,1,0,7,48
1354,Energy,Wind Turbines,8,6,9,8,8,8,1,1,1,11980000,13980000,7,39,799500000,2,0.70,6,12.6,1,0,4,70
1355,Education,LMS,9,2,9,9,2,9,1,1,1,89900,37900,9,4,39950000,3,0.94,3,3.3,1,0,1,98
1356,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,499500,239500,8,9,144800000,3,0.82,5,7.5,1,0,3,86
1357,Agriculture,Supply Chain,7,4,7,6,4,6,1,0,0,339500,169800,7,11,66950000,2,0.70,5,7.3,1,0,3,80
1358,Healthcare,Electronic Health Records,9,5,9,9,6,8,1,1,1,1998000,1498000,7,17,299800000,3,0.70,5,9.3,1,1,4,73
1359,FinTech,InsurTech,8,4,7,8,3,7,1,1,0,439500,239800,8,11,129800000,2,0.78,6,10.5,1,0,3,87
1360,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1698000,1048000,3,24,39950000,2,0.44,7,6.0,0,1,7,37
1361,Energy,Smart Metering,9,4,9,8,5,8,1,1,1,639500,439500,9,11,179800000,2,0.88,5,8.8,1,0,2,90
1362,Education,Credentialing,8,3,8,7,3,7,1,1,0,169800,84900,8,7,24980000,2,0.80,6,6.3,1,0,3,89
1363,Cybersecurity,Encryption,9,5,8,8,3,8,1,1,1,539500,269800,8,13,93950000,2,0.74,6,12.5,1,0,3,83
1364,Agriculture,Automated Harvesting,5,9,4,3,8,3,0,0,1,3395000,1998000,3,31,79950000,1,0.30,9,16.3,0,0,7,35
1365,Healthcare,AI Diagnostics,8,6,6,5,6,5,1,0,0,2098000,1098000,6,21,114950000,2,0.58,7,15.6,1,1,5,57
1366,FinTech,Fraud Detection,9,3,9,9,2,9,1,1,1,179800,89900,9,6,63950000,3,0.92,6,11.6,1,0,1,98
1367,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,799500,399800,7,15,14980000,2,0.72,5,7.0,1,0,3,78
1368,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4398000,6395000,3,41,739500000,1,0.34,8,19.6,1,0,7,39
1369,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,249800,119900,7,10,39980000,2,0.78,6,5.7,1,0,3,84
1370,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,349800,179800,9,9,24980000,2,0.92,6,10.7,1,0,2,97
1371,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,299800,149900,7,12,41950000,2,0.70,6,10.0,1,0,3,81
1372,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,149800,73900,9,6,57950000,3,0.98,4,5.0,1,0,1,99
1373,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,899500,599500,5,19,139900000,2,0.50,7,14.2,0,1,6,47
1374,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,369800,219800,7,13,21980000,1,0.68,4,6.3,1,0,3,82
1375,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2998000,1698000,8,16,479500000,2,0.82,6,10.1,1,0,2,90
1376,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1498000,1098000,4,27,53950000,2,0.42,8,9.6,0,0,7,40
1377,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,309800,159800,7,11,73950000,2,0.78,5,10.8,1,0,3,85
1378,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,469800,269800,8,11,99950000,2,0.82,5,9.0,1,0,2,93
1379,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,579800,279800,8,11,199800000,3,0.86,5,8.0,1,0,3,87
1380,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,239800,119900,9,8,88950000,3,0.90,5,9.7,1,0,2,96
1381,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7795000,4795000,4,39,579500000,1,0.41,7,15.7,1,0,7,46
1382,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10990000,12990000,7,37,779500000,2,0.69,6,12.0,1,0,4,72
1383,Education,LMS,10,2,9,10,1,9,1,1,1,75800,27900,10,3,37950000,3,1.00,3,3.3,1,0,1,100
1384,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,519500,259800,8,10,149900000,3,0.78,5,7.3,1,0,3,88
1385,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,319800,159900,7,10,63950000,2,0.74,5,7.7,1,0,3,83
1386,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1899000,1399000,6,17,289900000,3,0.68,5,9.0,1,0,4,74
1387,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,449800,249800,7,12,119900000,2,0.72,5,10.0,1,0,3,78
1388,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1798000,1099000,3,25,37950000,2,0.39,7,6.3,0,1,7,35
1389,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,599500,399500,9,10,169900000,2,0.92,5,8.3,1,0,1,98
1390,Education,Credentialing,7,4,7,7,3,6,1,1,0,179800,89900,7,8,23980000,2,0.78,5,6.1,1,0,3,86
1391,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,549800,279800,7,15,91980000,2,0.70,6,12.1,1,0,3,81
1392,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2998000,1798000,3,29,76980000,1,0.27,8,16.1,0,0,8,33
1393,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2198000,1099000,6,21,114900000,2,0.60,8,16.6,1,1,5,61
1394,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169900,84900,8,7,62980000,3,0.90,5,11.1,1,0,2,95
1395,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,839500,439800,6,17,13980000,2,0.66,5,6.9,1,0,4,66
1396,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4498000,6995000,2,43,719800000,1,0.25,8,19.1,1,0,8,31
1397,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,239800,115900,8,9,37980000,2,0.84,5,5.6,1,0,2,92
1398,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,339800,169900,8,11,23980000,2,0.88,5,10.6,1,0,3,89
1399,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,269800,129900,9,8,43980000,2,0.82,7,9.6,1,0,2,96
1400,Healthcare,Telemedicine,10,2,9,10,1,9,1,1,1,99900,44900,10,4,59980000,3,1.00,3,3.8,1,0,1,100
1401,FinTech,Blockchain Payments,6,8,5,5,6,4,0,0,1,879500,579500,5,19,149900000,3,0.48,8,15.3,0,1,7,43
1402,Smart Cities,Waste Management,7,5,6,6,6,6,1,0,0,399800,239800,6,14,23980000,1,0.66,4,6.1,1,0,4,74
1403,Energy,Solar Storage,9,6,8,8,5,8,1,1,1,3198000,1998000,8,17,499800000,2,0.82,7,10.6,1,0,3,88
1404,Education,VR Classrooms,7,7,5,4,7,5,1,0,0,1399000,999500,5,25,56980000,2,0.50,8,9.3,1,0,6,55
1405,Cybersecurity,Threat Intelligence,9,4,9,9,3,9,1,1,1,299800,149900,9,8,78980000,2,0.88,6,11.6,1,0,2,96
1406,Agriculture,Precision Farming,8,5,8,7,5,7,1,1,0,499800,299800,7,11,109900000,2,0.78,5,8.7,1,0,3,85
1407,Healthcare,Wearables,9,3,9,9,2,8,1,1,1,599800,269900,9,9,219900000,3,0.98,5,7.9,1,0,1,99
1408,FinTech,Robo-Advising,8,5,8,8,3,7,1,1,0,269800,139900,8,10,89980000,3,0.86,4,9.9,1,0,3,88
1409,Smart Cities,Smart Grids,6,8,5,4,9,4,0,0,1,7998000,4998000,4,38,599800000,1,0.50,8,15.7,1,0,7,49
1410,Energy,Wind Turbines,8,6,9,8,8,8,1,1,1,11990000,13990000,7,39,799500000,2,0.72,6,12.7,1,0,4,71
1411,Education,LMS,9,2,9,9,2,9,1,1,1,89950,37950,9,4,39980000,3,0.96,3,3.4,1,0,1,99
1412,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,499800,239800,8,9,144900000,3,0.84,5,7.6,1,0,3,87
1413,Agriculture,Supply Chain,7,4,7,6,4,6,1,0,0,339800,169900,7,11,66980000,2,0.72,5,7.4,1,0,3,81
1414,Healthcare,Electronic Health Records,9,5,9,9,6,8,1,1,1,1999000,1499000,7,17,299900000,3,0.72,5,9.4,1,1,4,74
1415,FinTech,InsurTech,8,4,7,8,3,7,1,1,0,439800,239900,8,11,129900000,2,0.80,6,10.6,1,0,3,88
1416,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1699000,1049000,3,24,39980000,2,0.46,7,6.1,0,1,7,38
1417,Energy,Smart Metering,9,4,9,8,5,8,1,1,1,639800,439800,9,11,179900000,2,0.90,5,8.9,1,0,2,91
1418,Education,Credentialing,8,3,8,7,3,7,1,1,0,169900,84950,8,7,24990000,2,0.82,6,6.4,1,0,3,90
1419,Cybersecurity,Encryption,9,5,8,8,3,8,1,1,1,539800,269900,8,13,93980000,2,0.76,6,12.6,1,0,3,84
1420,Agriculture,Automated Harvesting,5,9,4,3,8,3,0,0,1,3398000,1999000,3,31,79980000,1,0.32,9,16.4,0,0,7,36
1421,Healthcare,AI Diagnostics,8,6,6,5,6,5,1,0,0,2099000,1099000,6,21,114980000,2,0.60,7,15.7,1,1,5,58
1422,FinTech,Fraud Detection,9,3,9,9,2,9,1,1,1,179900,89950,9,6,63980000,3,0.94,6,11.7,1,0,1,99
1423,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,799800,399900,7,15,14990000,2,0.74,5,7.1,1,0,3,79
1424,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4399000,6398000,3,41,739800000,1,0.36,8,19.7,1,0,7,40
1425,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,249900,119950,7,10,39990000,2,0.80,6,5.8,1,0,3,85
1426,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,349900,179900,9,9,24990000,2,0.94,6,10.8,1,0,2,98
1427,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,299900,149950,7,12,41980000,2,0.72,6,10.1,1,0,3,82
1428,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,149900,73950,9,6,57980000,3,1.00,4,5.1,1,0,1,100
1429,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,899800,599800,5,19,139950000,2,0.52,7,14.3,0,1,6,48
1430,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,369900,219900,7,13,21990000,1,0.70,4,6.4,1,0,3,83
1431,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2999000,1699000,8,16,479800000,2,0.84,6,10.2,1,0,2,91
1432,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1499000,1099000,4,27,53980000,2,0.44,8,9.7,0,0,7,41
1433,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,309900,159900,7,11,73980000,2,0.80,5,10.9,1,0,3,86
1434,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,469900,269900,8,11,99980000,2,0.84,5,9.1,1,0,2,94
1435,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,579900,279900,8,11,199900000,3,0.88,5,8.1,1,0,3,88
1436,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,239900,119950,9,8,88980000,3,0.92,5,9.8,1,0,2,97
1437,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7798000,4798000,4,39,579800000,1,0.42,7,15.8,1,0,7,47
1438,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10995000,12995000,7,37,779800000,2,0.70,6,12.1,1,0,4,73
1439,Education,LMS,10,2,9,10,1,9,1,1,1,75900,27950,10,3,37980000,3,1.00,3,3.4,1,0,1,100
1440,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,519800,259900,8,10,149950000,3,0.80,5,7.4,1,0,3,89
1441,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,319900,159950,7,10,63980000,2,0.76,5,7.8,1,0,3,84
1442,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1899500,1399500,6,17,289950000,3,0.70,5,9.1,1,0,4,75
1443,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,449900,249900,7,12,119950000,2,0.74,5,10.1,1,0,3,79
1444,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1799000,1099500,3,25,37980000,2,0.40,7,6.4,0,1,7,36
1445,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,599800,399800,9,10,169950000,2,0.94,5,8.4,1,0,1,99
1446,Education,Credentialing,7,4,7,7,3,6,1,1,0,179900,89950,7,8,23990000,2,0.80,5,6.2,1,0,3,87
1447,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,549900,279900,7,15,91990000,2,0.72,6,12.2,1,0,3,82
1448,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2999000,1799000,3,29,76990000,1,0.28,8,16.2,0,0,8,34
1449,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2199000,1099500,6,21,114950000,2,0.62,8,16.7,1,1,5,62
1450,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169950,84950,8,7,62990000,3,0.92,5,11.2,1,0,2,96
1451,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,839800,439900,6,17,13990000,2,0.68,5,7.0,1,0,4,67
1452,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4499000,6998000,2,43,719900000,1,0.27,8,19.2,1,0,8,32
1453,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,239900,115950,8,9,37990000,2,0.86,5,5.7,1,0,2,93
1454,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,339900,169950,8,11,23990000,2,0.90,5,10.7,1,0,3,90
1455,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,269900,129950,9,8,43990000,2,0.84,7,9.7,1,0,2,97
1456,Healthcare,Telemedicine,10,2,9,10,1,9,1,1,1,99950,44950,10,4,59990000,3,1.00,3,3.9,1,0,1,100
1457,FinTech,Blockchain Payments,6,8,5,5,6,4,0,0,1,879800,579800,5,19,149950000,3,0.50,8,15.4,0,1,7,44
1458,Smart Cities,Waste Management,7,5,6,6,6,6,1,0,0,399900,239900,6,14,23990000,1,0.68,4,6.2,1,0,4,75
1459,Energy,Solar Storage,9,6,8,8,5,8,1,1,1,3199000,1999000,8,17,499900000,2,0.84,7,10.7,1,0,3,89
1460,Education,VR Classrooms,7,7,5,4,7,5,1,0,0,1399500,999800,5,25,56990000,2,0.52,8,9.4,1,0,6,56
1461,Cybersecurity,Threat Intelligence,9,4,9,9,3,9,1,1,1,299900,149950,9,8,78990000,2,0.90,6,11.7,1,0,2,97
1462,Agriculture,Precision Farming,8,5,8,7,5,7,1,1,0,499900,299900,7,11,109950000,2,0.80,5,8.8,1,0,3,86
1463,Healthcare,Wearables,9,3,9,9,2,8,1,1,1,599900,269950,9,9,219950000,3,1.00,5,8.0,1,0,1,100
1464,FinTech,Robo-Advising,8,5,8,8,3,7,1,1,0,269900,139950,8,10,89990000,3,0.88,4,10.0,1,0,3,89
1465,Smart Cities,Smart Grids,6,8,5,4,9,4,0,0,1,7999000,4999000,4,38,599900000,1,0.52,8,15.8,1,0,7,50
1466,Energy,Wind Turbines,8,6,9,8,8,8,1,1,1,11995000,13995000,7,39,799800000,2,0.74,6,12.8,1,0,4,72
1467,Education,LMS,9,2,9,9,2,9,1,1,1,89980,37980,9,4,39990000,3,0.98,3,3.5,1,0,1,100
1468,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,499900,239900,8,9,144950000,3,0.86,5,7.7,1,0,3,88
1469,Agriculture,Supply Chain,7,4,7,6,4,6,1,0,0,339900,169950,7,11,66990000,2,0.74,5,7.5,1,0,3,82
1470,Healthcare,Electronic Health Records,9,5,9,9,6,8,1,1,1,1999500,1499500,7,17,299950000,3,0.74,5,9.5,1,1,4,75
1471,FinTech,InsurTech,8,4,7,8,3,7,1,1,0,439900,239950,8,11,129950000,2,0.82,6,10.7,1,0,3,89
1472,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1699500,1049500,3,24,39990000,2,0.48,7,6.2,0,1,7,39
1473,Energy,Smart Metering,9,4,9,8,5,8,1,1,1,639900,439900,9,11,179950000,2,0.92,5,9.0,1,0,2,92
1474,Education,Credentialing,8,3,8,7,3,7,1,1,0,169950,84980,8,7,24995000,2,0.84,6,6.5,1,0,3,91
1475,Cybersecurity,Encryption,9,5,8,8,3,8,1,1,1,539900,269950,8,13,93990000,2,0.78,6,12.7,1,0,3,85
1476,Agriculture,Automated Harvesting,5,9,4,3,8,3,0,0,1,3399000,1999500,3,31,79990000,1,0.34,9,16.5,0,0,7,37
1477,Healthcare,AI Diagnostics,8,6,6,5,6,5,1,0,0,2099500,1099500,6,21,114990000,2,0.62,7,15.8,1,1,5,59
1478,FinTech,Fraud Detection,9,3,9,9,2,9,1,1,1,179950,89980,9,6,63990000,3,0.96,6,11.8,1,0,1,100
1479,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,799900,399950,7,15,14995000,2,0.76,5,7.2,1,0,3,80
1480,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4399500,6399000,3,41,739900000,1,0.38,8,19.8,1,0,7,41
1481,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,249950,119980,7,10,39995000,2,0.82,6,5.9,1,0,3,86
1482,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,349950,179950,9,9,24995000,2,0.96,6,10.9,1,0,2,99
1483,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,299950,149980,7,12,41990000,2,0.74,6,10.2,1,0,3,83
1484,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,149950,73980,9,6,57990000,3,1.00,4,5.2,1,0,1,100
1485,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,899900,599900,5,19,139980000,2,0.54,7,14.4,0,1,6,49
1486,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,369950,219950,7,13,21995000,1,0.72,4,6.5,1,0,3,84
1487,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2999500,1699500,8,16,479900000,2,0.86,6,10.3,1,0,2,92
1488,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1499500,1099500,4,27,53990000,2,0.46,8,9.8,0,0,7,42
1489,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,309950,159950,7,11,73990000,2,0.82,5,11.0,1,0,3,87
1490,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,469950,269950,8,11,99990000,2,0.86,5,9.2,1,0,2,95
1491,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,579950,279950,8,11,199950000,3,0.90,5,8.2,1,0,3,89
1492,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,239950,119980,9,8,88990000,3,0.94,5,9.9,1,0,2,98
1493,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7799000,4799000,4,39,579900000,1,0.43,7,15.9,1,0,7,48
1494,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10998000,12998000,7,37,779900000,2,0.71,6,12.2,1,0,4,74
1495,Education,LMS,10,2,9,10,1,9,1,1,1,75950,27980,10,3,37990000,3,1.00,3,3.5,1,0,1,100
1496,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,519900,259950,8,10,149980000,3,0.82,5,7.5,1,0,3,90
1497,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,319950,159980,7,10,63990000,2,0.78,5,7.9,1,0,3,85
1498,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1899800,1399800,6,17,289980000,3,0.72,5,9.2,1,0,4,76
1499,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,449950,249950,7,12,119980000,2,0.76,5,10.2,1,0,3,80
1500,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1799500,1099800,3,25,37990000,2,0.42,7,6.5,0,1,7,37